file_name,timestamp_sec,label
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,0.093,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,71.970,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,72.179,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,72.644,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,72.818,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,73.271,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,73.689,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,74.768,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,75.082,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,75.523,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,78.820,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,79.006,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,79.319,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,79.563,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,79.900,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,80.260,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,80.829,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,81.014,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,81.200,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,81.804,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,82.199,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,82.384,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,82.977,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,83.174,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,83.499,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,83.708,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,83.975,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,84.555,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,84.904,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,85.960,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,86.425,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,86.657,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,86.994,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,87.319,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,88.178,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,88.538,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,89.594,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,91.394,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,91.556,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,92.067,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,92.543,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,93.008,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,93.425,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,93.774,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,94.296,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,94.586,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,95.039,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,95.248,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,95.539,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,95.747,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,96.026,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,96.363,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,96.734,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,97.710,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,97.872,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,98.290,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,98.731,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,99.463,ball_bounce
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,99.695,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,99.985,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,100.554,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,101.901,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,102.110,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,107.323,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,107.555,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,108.286,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,108.495,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,108.797,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,109.320,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,110.179,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,110.341,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,110.991,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,111.189,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,111.421,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,111.723,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,111.920,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,112.141,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,112.501,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,112.710,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,112.977,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,113.186,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,113.371,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,114.138,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,114.974,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,121.301,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,121.498,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,121.731,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,122.044,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,123.147,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,123.426,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,123.786,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,123.983,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,124.877,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,125.039,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,125.365,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,125.864,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,131.251,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,131.506,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,132.168,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,132.331,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,136.777,grunt_speech
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,137.009,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,137.601,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,137.915,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,138.728,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,139.215,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,139.413,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,139.900,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,140.202,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,140.411,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,140.852,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,141.061,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,141.468,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,141.816,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,142.942,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,143.267,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,143.430,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,143.685,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,143.987,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,144.695,ambient_noise
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,145.427,racket_hit
Hailey Baptiste vs Barbora Krejcikova | Round 1 Highlights | Roland-Garros 2026_720p.mp4,145.612,ambient_noise
