file_name,timestamp_sec,label
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,0.093,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,58.236,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,58.491,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,59.072,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,60.256,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,60.848,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,61.962,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,62.659,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,75.976,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,76.278,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,76.765,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,76.974,shoe_squeak
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,77.334,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,77.520,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,78.600,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,78.994,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,79.540,shoe_squeak
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,79.888,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,80.364,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,80.724,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,81.398,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,81.688,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,82.315,ball_bounce
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,82.779,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,84.648,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,85.322,ball_bounce
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,85.821,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,86.854,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,108.170,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,108.809,shoe_squeak
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,109.064,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,110.214,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,110.550,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,110.713,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,111.305,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,111.502,shoe_squeak
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,112.094,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,112.489,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,113.244,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,113.627,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,113.929,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,114.521,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,114.811,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,115.670,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,122.741,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,123.379,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,123.669,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,124.343,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,124.749,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,125.179,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,126.259,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,126.502,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,126.723,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,126.920,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,127.710,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,128.174,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,132.737,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,136.406,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,137.334,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,137.636,racket_hit
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,138.066,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,170.121,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,170.551,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,171.514,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,171.839,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,172.164,ambient_noise
Benjamin Bonzi vs Alexander Zverev | Round 1 Highlights | Roland-Garros 2026_720p.mp4,172.942,ambient_noise
