file_name,timestamp_sec,label
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,97.280,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,98.337,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,98.708,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,99.045,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,99.776,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,100.333,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,101.343,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,101.599,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,101.808,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,102.783,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,103.503,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,104.002,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,110.910,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,111.467,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,111.688,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,111.955,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,113.000,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,114.509,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,114.823,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,115.264,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,115.635,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,116.100,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,116.680,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,116.936,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,117.226,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,117.423,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,117.957,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,118.433,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,118.654,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,118.944,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,119.223,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,119.501,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,120.256,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,120.430,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,120.662,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,120.953,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,121.905,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,122.091,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,122.253,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,122.764,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,122.950,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,123.391,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,123.913,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,124.343,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,124.668,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,130.252,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,130.426,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,130.786,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,131.274,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,131.622,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,131.866,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,132.203,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,133.468,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,133.712,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,134.118,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,135.024,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,135.628,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,136.162,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,136.324,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,136.754,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,137.172,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,137.718,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,138.426,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,138.670,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,139.459,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,139.854,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,140.156,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,140.620,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,140.922,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,141.468,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,141.781,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,142.036,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,142.466,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,142.756,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,143.372,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,143.673,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,144.567,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,144.974,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,145.310,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,145.810,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,146.251,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,146.471,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,146.657,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,146.843,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,147.772,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,148.108,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,149.165,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,149.339,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,150.129,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,150.477,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,150.779,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,151.522,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,151.824,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,152.067,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,153.356,shoe_squeak
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,153.588,shoe_squeak
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,153.879,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,154.773,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,155.040,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,156.026,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,158.325,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,158.604,grunt_speech
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,168.948,grunt_speech
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,170.551,grunt_speech
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,170.945,grunt_speech
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,173.523,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,174.370,racket_hit
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,174.997,ambient_noise
Maja Chwalinska vs Mirra Andreeva | Women's Final Highlights by Emirates | Roland-Garros 2026_720p.mp4,175.357,ambient_noise
