file_name,timestamp_sec,label
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,82.524,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,83.708,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,84.718,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,86.100,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,87.261,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,93.867,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,94.772,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,95.968,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,97.570,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,102.690,grunt_speech
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,102.899,grunt_speech
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,103.294,grunt_speech
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,103.851,grunt_speech
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,105.430,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,106.220,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,107.497,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,108.646,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,111.026,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,112.083,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,113.627,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,114.916,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,115.461,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,116.100,grunt_speech
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,120.279,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,121.464,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,122.683,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,123.855,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,125.109,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,126.502,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,127.837,ambient_noise
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,131.402,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,132.528,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,133.573,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,135.338,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,135.628,ambient_noise
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,137.253,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,138.612,grunt_speech
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,142.095,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,142.814,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,144.660,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,145.879,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,147.273,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,147.830,ambient_noise
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,154.668,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,155.458,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,156.317,ambient_noise
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,156.549,racket_hit
Perfect performance_Aryna Sabalenka v Naomi Osaka_Highlights_Wimbledon 2026_720p.mp4,186.561,ambient_noise
