file_name,timestamp_sec,label
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,58.526,grunt_speech
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,59.664,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,62.589,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,63.147,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,63.762,grunt_speech
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,68.406,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,68.592,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,68.824,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,69.300,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,70.008,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,70.275,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,70.821,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,72.667,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,87.992,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,88.677,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,89.234,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,90.349,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,91.301,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,91.545,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,92.624,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,92.810,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,94.238,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,94.795,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,95.318,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,95.515,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,96.154,grunt_speech
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,105.198,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,105.790,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,105.964,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,106.336,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,106.556,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,106.928,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,108.658,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,112.721,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,113.209,grunt_speech
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,113.638,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,126.363,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,126.943,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,127.118,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,127.582,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,127.756,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,128.279,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,129.265,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,129.440,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,130.543,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,130.891,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,131.262,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,131.727,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,131.924,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,133.445,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,133.875,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,134.362,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,134.629,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,136.022,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,137.114,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,138.820,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,139.273,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,139.784,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,140.666,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,140.968,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,142.629,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,145.252,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,159.475,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,160.009,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,160.160,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,160.287,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,160.659,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,161.065,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,161.355,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,161.564,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,162.447,grunt_speech
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,168.856,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,169.436,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,169.715,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,169.924,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,170.783,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,171.886,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,172.675,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,173.743,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,174.637,ball_bounce
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,181.301,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,182.219,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,183.600,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,184.703,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,185.446,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,186.015,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,186.596,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,187.083,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,188.349,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,188.755,ball_bounce
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,193.503,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,194.084,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,194.548,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,195.930,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,196.452,shoe_squeak
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,196.638,racket_hit
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,235.671,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,236.321,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,237.865,ambient_noise
Carlos Alcaraz v Novak Djokovic Highlights | Australian Open 2026 Final_720p.mp4,238.272,ambient_noise
